candidato,creado,fav,rt,texto
Lenin_Moreno,01/14/2017,448.0,574.0,Donde ellos pusieron miseria humana nosotros pusimos dignidad. Alli donde ellos pusieron pesadillas nosotros pusi https://t.co/4VOGL4s6p1
Lenin_Moreno,01/14/2017,351.0,492.0,Hemos hecho camino al andar hemos reinstitucionalizado el pais. Donde ellos pusieron ignorancia nosotros pusimos https://t.co/5IT6KjpCMP
Lenin_Moreno,01/14/2017,367.0,438.0,Que alegria senti al recorrer Tumbaco. La lluvia no detuvo nuestro camino y logramos encontrarnos con nuestra gente https://t.co/TaeKJbLus4
Lenin_Moreno,01/13/2017,479.0,634.0,El cambio ahora es desarrollar mas urbanizaciones con servicios basicos y reducir al minimo el deficit de vivienda. https://t.co/7w1r9g9zQR
Lenin_Moreno,01/13/2017,475.0,698.0,El cambio que se viene es la revolucion agroindustrial: Mas creditos incentivos y maquinaria. Ese es https://t.co/EZeHPhluHF
Lenin_Moreno,01/13/2017,448.0,564.0,El cambio con vision de futuro es poner a disposicion todos los recursos para hacer del turismo un pilar de la econ https://t.co/hEYsZYfSRK
Lenin_Moreno,01/13/2017,461.0,877.0,El cambio que ofrecemos es potenciar nuestra infraestructura promoviendo la inversion nacional y extranjera. https://t.co/zI1BDzzf0l
Lenin_Moreno,01/13/2017,420.0,739.0,El cambio que hace falta es ampliar el acceso y construir nuevas universidades tecnicas. #ElCambioVerdadero es cont https://t.co/pyZPCq5a0n
Lenin_Moreno,01/13/2017,506.0,854.0,El cambio que necesitamos es mejorar la calidad y la calidez y garantizar un acceso mas oportuno a la atencion medi https://t.co/QPYAh2H1H0
Lenin_Moreno,01/13/2017,322.0,594.0,Hoy estuve en Comite del Pueblo un barrio lleno de gente espontanea y emprendedora. Hemos avanzado mucho y lo hemo https://t.co/KWAmNG83zC
Lenin_Moreno,01/13/2017,598.0,962.0,No se dejen enganar por lo que dicen. Aqui estamos para servirles acompanarlos e impulsarlos. Juntos avanzaremos. https://t.co/z6qPfEziJu
Lenin_Moreno,01/13/2017,391.0,622.0,A elaborar emprendimientos jovenes queridos. No pensemos siempre en ser empleados. No tengan miedo a fracasar. 4/5 https://t.co/LN1wEoysWy
Lenin_Moreno,01/13/2017,375.0,610.0,Otorgaremos creditos para sus emprendimientos y ampliaremos becas. La innovacion y tecnologia seran nuestra fortale https://t.co/NaRdvHI193
Lenin_Moreno,01/13/2017,307.0,548.0,El programa Impulso Joven preve crear 250.000 empleos en primer ano. La juventud tendra una plaza de trabajo digna https://t.co/WmlA57Svt7
Lenin_Moreno,01/13/2017,241.0,493.0,Hoy tuvimos dialogo con jovenes de @FEUPE_EC. Los jovenes son una pieza fundamental de #ElPaisQueTeImpulsa. Trabaja https://t.co/zFpAJL3Iqk
Lenin_Moreno,01/12/2017,354.0,698.0,Hoy mantendre un dialogo con jovenes estudiantes que integran la @FEUPE_EC. Alli conversaremos sobre #ElPaisQueTeImpulsa a crecer.
Lenin_Moreno,01/11/2017,1201.0,1577.0,Yo respeto a quienes piensan diferente los respeto y los escucho. Avanzar y nunca retroceder ese es https://t.co/JO1WBMhqqb
Lenin_Moreno,01/11/2017,457.0,817.0,Uno de los grandes objetivos es tener desnutricion cero. Sus hijos estaran protegidos siempre. Seremos un pais que https://t.co/ZWkhT6p2Nz
Lenin_Moreno,01/11/2017,372.0,730.0,Esta iniciativa cuidara integralmente a las mujeres embarazadas y a sus hijos  a traves de atencion medica y progra https://t.co/XIa5z4Kg7A
Lenin_Moreno,01/11/2017,320.0,621.0,Rocio y yo mantuvimos una reunion con futuras madres del Ecuador y presentamos #MisionTernura. 1/3 https://t.co/HOnn2mID6e
Lenin_Moreno,01/11/2017,409.0,641.0,Lo vamos a hacer juntos ustedes y su presidente. Voy a ser el servidor de ustedes. 3/3 https://t.co/JdINLZrXHL
Lenin_Moreno,01/11/2017,505.0,668.0,Tenemos que ganar con contundencia. Que no les quede duda de que es el pueblo el que manda. 2/3 https://t.co/gWmYEqyYEb
Lenin_Moreno,01/11/2017,532.0,621.0,Me comprometo a emprender una transformacion en el sector agrario y por eso crearemos la mejor universidad agricola https://t.co/MR6Mgdo7br
Lenin_Moreno,01/10/2017,443.0,815.0,Vamos por un pais que cuide a los ciudadanos. Ya no tendran que salir para estudiar tendremos la mejor universidad https://t.co/RC0djXnJ8y
Lenin_Moreno,01/10/2017,336.0,735.0,Ampliaremos creditos y fondos de garantia para fortalecer sector productivo. Apoyaremos a los emprendedores jovenes https://t.co/RvPz4Gda5F
Lenin_Moreno,01/10/2017,313.0,631.0,El cacao ecuatoriano uno de los emblemas del pais es ganador de premios y lider en mercado mundial. Esto es lo qu https://t.co/cBDTIM9Hac
Lenin_Moreno,01/10/2017,274.0,668.0,Conoci su planta y me reuni con empresarios y trabajadores para reafirmar el apoyo que tendran en este nuevo gobier https://t.co/SZLZ9lxTWT
Lenin_Moreno,01/10/2017,319.0,641.0,Que orgullo ver como familia Cedeno impulso su negocio y ser primeros en obtener permiso de uso de Denominacion de https://t.co/ZLqZAgWDj5
Lenin_Moreno,01/10/2017,358.0,693.0,y por la tarde junto a @JorgeGlas compartiremos un momento con la ciudadania en el Recinto Dr A. Torres. 3/3
Lenin_Moreno,01/10/2017,548.0,554.0,Visitareun claro ejemplo de emprendimiento de economia popular y solidaria 2/3
Lenin_Moreno,01/10/2017,399.0,602.0,Hoy estare en Santo Domingo de los Tsachilas tierra de productores y emprendedores campesinos y trabajadores. 1/3
Lenin_Moreno,01/08/2017,2814.0,3596.0,La unidad nos hara avanzar aun mas! El futuro no se detiene #ElFuturoEsAhora https://t.co/KM7qUsTj0E
Lenin_Moreno,01/08/2017,519.0,651.0,En Cayambe tierra de bellos paisajes convertiremos al turismo en el puntal de nuestra economia. Les invito a que https://t.co/wGdQPXa9ZB
Lenin_Moreno,01/08/2017,1355.0,781.0,La economia popular y solidaria sera consolidada con facilidades de credito que otorgaremos para impulsar produccio https://t.co/Pg9zrWQ1di
Lenin_Moreno,01/08/2017,570.0,806.0,No permitiremos que el futuro de nuestros jovenes se detenga por el consumo de drogas. Lucharemos sin cansancio con https://t.co/hkuCpPC1j9
Lenin_Moreno,01/08/2017,456.0,587.0,Todos los jovenes podran estudiar garantizaremos educacion de calidad. Nuestro desafio es construir juntos ese Ecu https://t.co/FTHMzgJ4x7
Lenin_Moreno,01/08/2017,380.0,583.0,Vengo recorriendo Cayambe y siento que renovados vientos de libertad y justicia soplan por toda la patria. Soy admi https://t.co/Sx2ydEPYX0
Lenin_Moreno,01/07/2017,531.0,733.0,Hoy tendremos un encuentro con este 'Pueblo altivo muy noble y muy grande' como dice su Himno. Cayambe gracias p https://t.co/EGNJ1gb07w
Lenin_Moreno,01/07/2017,365.0,571.0,Gracias Pichincha con ustedes #ElFuturoNoSeDetiene 4/4 https://t.co/d2hD9Oxcg7
Lenin_Moreno,01/07/2017,738.0,917.0,Yo no quiero ser presidente para satisfacer la vanidad. Quiero ser presidente para servir La mision es con ustedes https://t.co/OvkyvmQG06
Lenin_Moreno,01/07/2017,456.0,531.0,Construiremos un pais que te cuide toda la vida un pais que te impulse. 2/4 https://t.co/y3x4cHb0qk
Lenin_Moreno,01/07/2017,282.0,384.0,Hoy en la Plaza de la Republica pude presenciar el gran apoyo hacia los candidatos a asambleistas por https://t.co/JkHJJlUQlR
Lenin_Moreno,01/06/2017,364.0,485.0,Hoy tendremos el lanzamiento de campana de nuestros candidatos a asambleistas por @PichinchaPAIS. https://t.co/K7ZM6FdKEc
Lenin_Moreno,01/06/2017,384.0,710.0,Mostro su apoyo en impulsar la agroindustria y el turismo para incrementar el empleo y potenciar el desarrollo econ https://t.co/3POOMInyww
Lenin_Moreno,01/06/2017,437.0,715.0,Me reuni con Ha-Joon Chang uno de los economistas mas influyentes del mundo. Conversamos sobre opciones que fortaleceran al Ecuador. 1/2
Lenin_Moreno,01/06/2017,464.0,910.0,Gracias querida gente de Latacunga por su respaldo absoluto aun cuando tuvimos lluvia Gracias por compartir hasta https://t.co/io7mUWLeOW
Lenin_Moreno,01/06/2017,595.0,927.0,Nunca les falle y nunca les fallare lo volveremos a hacer con amor compromiso y dedicacion. 3/3 https://t.co/ohy0ZnxLVm
Lenin_Moreno,01/06/2017,437.0,774.0,Hoy la mision es todo el Ecuador los viejecitos ninos mujeres embarazadas. La mision ahora eres tu. 2/3 https://t.co/VImOOc0INA
Lenin_Moreno,01/06/2017,311.0,679.0,Hace 10 anos en Latacunga iniciamos la Mision Manuela Espejo. 1/3 https://t.co/ViTsxLNgQo
Lenin_Moreno,01/06/2017,605.0,841.0,Por fin entendieron los medios y la oposicion que este ya no es un pais de debates y confrontaciones. Este sera un https://t.co/p1vtsxyHvR
Lenin_Moreno,01/06/2017,500.0,864.0,La campana sucia manifiesta que yo voy a eliminar la dolarizacion. La vamos a mantener. Con mentiras no van a ganar. https://t.co/PWLXPNqXA4
Lenin_Moreno,01/05/2017,596.0,734.0,No se puede venir a Latacunga porque uno regresa enamorado. Mi corazon siempre estara aqui. Nos vemos pronto. https://t.co/JhfYmlacXM
Lenin_Moreno,01/05/2017,284.0,382.0,Hoy en la Plaza Santo Domingo tendremos un encuentro con la gente linda de Cotopaxi. Vamos todos por ese pais que t https://t.co/owXIZRnqv0
Lenin_Moreno,01/05/2017,242.0,404.0,Siempre que vengo a Latacunga me quedo admirado de su belleza. Coloquen mas flores y veran que sera aun mas hermosa https://t.co/sZ9pAr4is6
Lenin_Moreno,01/05/2017,257.0,423.0,Lo he dicho antes y reafirmo mi compromiso en inyectar mas inversion al turismo para generar mas ingresos en el Ecuador del futuro 3/4
Lenin_Moreno,01/05/2017,223.0,385.0,Tambien recalque la importancia de reverdecer a nuestro Ecuador y potenciar la educacion y demas servicios para la gente del campo 2/4
Lenin_Moreno,01/05/2017,258.0,431.0,En medios de Cotopaxi insisti en que debemos reducir el anticipo del Impuesto a la Renta para asi generar mas empleo juvenil 1/4
Lenin_Moreno,01/05/2017,513.0,742.0,Ustedes me conocen aqui inicio la Mision Manuela Espejo. Fue su apoyo el que logro que continuemos A Latacunga y https://t.co/f56cD5rC2w
Lenin_Moreno,01/05/2017,358.0,634.0,De esas bienvenidas que alegran el corazon. Gracias Latacunga. https://t.co/1YvdLCZS3J
Lenin_Moreno,01/05/2017,437.0,734.0,Gracias por la calida bienvenida de la gente del Mercado Chiriyacu. Soy hombre de palabra les aseguro que lograremo https://t.co/8Gb4acO9pF
Lenin_Moreno,01/05/2017,492.0,733.0,Felicito a quienes hacen la importante labor de ser periodistas. Con su trabajo responsable fortalecemos la democra https://t.co/mYiMqUid5e
Lenin_Moreno,01/05/2017,216.0,452.0,Hoy conversaremos sobre todo lo que lograra impulsar ese Ecuador que te cuida. https://t.co/zlAYZgMd9z
Lenin_Moreno,01/04/2017,570.0,867.0,Comparti grandes anecdotas en el Mercado Chiriyacu junto al carino de sus comerciantes y emprendedores. Gracias por https://t.co/KwlvlVcK7c
Lenin_Moreno,01/04/2017,684.0,865.0,Mi mas sentido pesame @JorgeGlas y a tu esposa Cinthia por el fallecimiento de su padre Ricardo Diaz. Que la union familiar sea su fortaleza
Lenin_Moreno,01/04/2017,476.0,849.0,Hoy en entrevista con @desayunos24 y @radioquitoec reafirme mi propuesta de dignificar la politica. Avancemos hacia https://t.co/rhrKsnj3Aw
Lenin_Moreno,01/03/2017,518.0,788.0,La mision continua ahora en todo el Ecuador. Vamos por un Ecuador que cuida los derechos desde el mas pequeno. (4/4 https://t.co/B3FbzibZIW
Lenin_Moreno,01/03/2017,385.0,684.0,Con ello lograremos erradicar la desnutricion infantil y violencia e incrementar la cobertura de servicios para la https://t.co/MH6br5W5QJ
Lenin_Moreno,01/03/2017,528.0,810.0,El cambio que propongo es atender a ninos y ninas en sus primeros 1.000 dias promoviendo su desarrollo integral en https://t.co/aOIVu2fI8J
Lenin_Moreno,01/03/2017,417.0,634.0,En la Maternidad Isidro Ayora presente la propuesta 'Mision Ternura todo nino amado y cuidado! 1.000 dias para co https://t.co/I3t53pAXIO
Lenin_Moreno,01/03/2017,467.0,737.0,Juntos construiremos una sociedad que los valore y los respete. Juntos construiremos un pais que nos cuide. (3/3) https://t.co/fJCglxEWeI
Lenin_Moreno,01/03/2017,344.0,662.0,Promoveremos mayor inclusion social mejoraremos sus condiciones de vida duplicaremos pension jubilar y ampliaremo https://t.co/CPNLqElVSb
Lenin_Moreno,01/03/2017,444.0,658.0,Hoy en el Albergue San Juan de Dios anuncie mi compromiso con los adultos mayores y expuse el Programa 'Mis Mejores https://t.co/KKqakL6NKm
Lenin_Moreno,01/03/2017,561.0,967.0,Hoy mas que nunca #ElFuturoNoSeDetiene Vamos por ese Ecuador que te cuida que te impulsa y que te protege. https://t.co/VGnHV4YDSf
Lenin_Moreno,12/31/2016,446.0,766.0,Gracias al sector productivo de Azuay por su apoyo. Lo haremos juntos dialogando y trabajando en conjunto por el https://t.co/mwpIrGfXpZ
Lenin_Moreno,12/30/2016,566.0,729.0,Muchas gracias por su enorme carino jovenes del Azuay Su futuro no se detiene! https://t.co/SKnsG3CCIK
Lenin_Moreno,12/30/2016,323.0,593.0,Nuestra cultura y diversidad estan bien representadas por el trabajo de artesanos del Ecuador. Vamos a fomentar su https://t.co/BK8Jb1dKon
Lenin_Moreno,12/30/2016,987.0,1380.0,Hagamos del 2017 nuestro mejor ano porque el futuro es ahora y contigo Vamos por un futuro que no se detiene! https://t.co/OU0ZDbw7Kd
Lenin_Moreno,12/30/2016,670.0,916.0,Hoy fue un gran dia en Cuenca. Quiero decirles que dejo mi corazon aqui con  todos los cuencanos hasta siempre. https://t.co/y20pgiGWp8
Lenin_Moreno,12/29/2016,407.0,709.0,Tambien visite a la gente emprendedora del Mercado 10 de Agosto. Su amabilidad y hospitalidad hacen de esta ciudad https://t.co/rdBcc4tlsU
Lenin_Moreno,12/29/2016,386.0,675.0,Recorrimos las calles de Cuenca acompanados de una gran caravana que lleno de alegria cada rincon de esta hermosa c https://t.co/MIZakURXyI
Lenin_Moreno,12/29/2016,404.0,792.0,Hoy estare en Cuenca recorrere sus calles compartire con su gente y el sector productivo. Conversaremos sobre lo que se viene en el 2017.
Lenin_Moreno,12/28/2016,1281.0,2162.0,Superaremos las dificultades y seguiremos alcanzando suenos. Seamos todos protagonistas de este futuro que no se de https://t.co/jtmUJXlupd
Lenin_Moreno,12/28/2016,563.0,940.0,Recorrer el Malecon de Salinas rodeado de la alegria y calidez de su gente hicieron de este un gran dia. https://t.co/EWDqPrSXiR
Lenin_Moreno,12/27/2016,669.0,785.0,Hoy en la Isla Santay tuve la oportunidad de compartir el carino de la gente de Guayaquil. https://t.co/u4zjjEYORn
Lenin_Moreno,12/25/2016,579.0,679.0,La Navidad es mas gratificante cuando se la comparte con los demas. Feliz Noche Buena. https://t.co/uqXEQZqPbz
Lenin_Moreno,12/25/2016,411.0,559.0,Es tiempo de union y progreso. Gracias al Colectivo @HumanistasEC por su apoyo. Sigamos escuchando a cada ecuatoria https://t.co/1GoxcDg2Ko
Lenin_Moreno,12/24/2016,474.0,610.0,Ayer vivi un hermoso momento navideno con familias del programa Socio Vivienda I. Mantengamos siempre ese espiritu https://t.co/UVHnqgbH8K
Lenin_Moreno,12/23/2016,605.0,879.0,El cambio que todos queremos es maximizar tu potencial a traves de mas becas para dar el salto definitivo al desarr https://t.co/dWnUDqBQTw
Lenin_Moreno,12/23/2016,561.0,845.0,El cambio que hoy se necesita es mejorar la atencion de servicios publicos que ahora son modernos eficientes y dig https://t.co/rS3GXkdtd7
Lenin_Moreno,12/23/2016,421.0,688.0,El cambio responsable es seguir fortaleciendo y equipando instituciones de justicia y seguridad para garantizar la https://t.co/T27yS6RNHP
Lenin_Moreno,12/23/2016,640.0,870.0,El cambio necesario es utilizar la energia limpia y sustentable para que la industria le saque todo el provecho. https://t.co/9KQg9QEnfR
Lenin_Moreno,12/23/2016,1296.0,1589.0,Seamos ese abrazo reconfortante esa palabra alentadora y sobre todo ese corazon solidario que abrigue la esperanz https://t.co/1lTkpEgIoR
Lenin_Moreno,12/23/2016,499.0,814.0,Vivi un momento muy ameno con muchos guayaquilenos. Debemos promover la paz y solidaridad en esta Navidad. https://t.co/VBQn8Kjd2r
Lenin_Moreno,12/23/2016,259.0,430.0,Los medicos cumplen una actividad muy sacrificada y de gran responsabilidad. Con un dialogo permanente lograremos r https://t.co/WxaTo5e1bu
Lenin_Moreno,12/22/2016,543.0,851.0,El cambio para quienes han mejorado su vida es seguir creciendo seguir avanzando y convertirse en emprendedores. https://t.co/WabI1Jyc8R
Lenin_Moreno,12/22/2016,304.0,525.0,El mayor generador de empleo por excelencia es el sector privado Hay que hacer un gran acuerdo por la inversion y https://t.co/XyodRTwQom
Lenin_Moreno,12/22/2016,445.0,687.0,Me reunire hoy en Guayaquil con sector productivo del pais Juntos impulsaremos el cambio verdadero!
Lenin_Moreno,12/22/2016,596.0,1068.0,El cambio que necesitamos es garantizar un acceso mas oportuno a la atencion medica El cambio verdadero es avanzar https://t.co/461HAzLnpC
Lenin_Moreno,12/21/2016,674.0,1242.0,El cambio que hace falta es ampliar el acceso y construir universidades tecnicas para que muchos mas puedan prepara https://t.co/YUHewd7AkT
Lenin_Moreno,12/21/2016,335.0,591.0,Mantuve encuentro en Tena con Colectivo @EcuadorPorLenin. Debemos seguir escuchando a los ecuatorianos y avanzar E https://t.co/d4AxYNWWWw
Lenin_Moreno,12/21/2016,1741.0,2602.0,Vamos a construir un futuro juntos para alcanzar nuevos suenos El cambio verdadero es contigo! #ElFuturoNoSeDetiene https://t.co/C2YnNTsbtT
Lenin_Moreno,12/21/2016,852.0,1149.0,No saben lo gratificante que es volver a la tierra amada. Gracias pueblo amazonico por el gran recibimiento. Nada p https://t.co/wn6ek7eLdJ
Lenin_Moreno,12/20/2016,1049.0,1562.0,El cambio verdadero es avanzar tomar lo que construimos y convertirlo en algo aun mas grande. #ElFuturoNoSeDetiene https://t.co/gzf6Cz3PcB
Lenin_Moreno,12/20/2016,734.0,1135.0,Tuve un gran encuentro con tuiteros de corazon y espiritu revolucionario Gracias por esta tarde llena de emocion https://t.co/oo86692Mdp
Lenin_Moreno,12/19/2016,431.0,652.0,Los jovenes nos demuestran que lo tenemos todo para innovar! Voy a seguir apoyando la generacion de conocimiento. https://t.co/bEm5dPYKFn
Lenin_Moreno,12/19/2016,304.0,423.0,Hoy me reuni con los emprendedores de SAIS 3D para conocer detalles del proyecto ganador @HandEyes1 son un orgullo https://t.co/m3WowUiU2W
Lenin_Moreno,12/19/2016,559.0,853.0,Estoy con ustedes pueblo de Esmeraldas y con la familia de la fallecida. Mantengamos la calma y nunca perdamos la fe.
Lenin_Moreno,12/19/2016,834.0,1194.0,Nunca acudamos a la violencia para defender nuestras posiciones. El dialogo siempre es el mejor camino Somos un pa https://t.co/YgvVNb376w
Lenin_Moreno,12/18/2016,507.0,732.0,Hoy disfrute de la alegria y la solidaridad de la Navidad en Monte Sinai  La mision continua en todo el pais! https://t.co/9fQgNGzVkB
Lenin_Moreno,12/18/2016,1555.0,1914.0,Nadie abandona su tierra amada por voluntad propia. No los hemos olvidado me comprometo a consolidar planes para u https://t.co/CyOOb9iEB7
Lenin_Moreno,12/17/2016,615.0,733.0,Todavia hay patria por construir todavia hay pobreza que erradicar todavia hay maestros por emplear todavia hay https://t.co/ztMMWNx6NV
Lenin_Moreno,12/17/2016,404.0,530.0,La innovacion y el conocimiento no fueran posibles sin el esfuerzo de los maestros Vamos por una revolucion educat https://t.co/lMUHDu19Xp
Lenin_Moreno,12/17/2016,482.0,593.0,El maestro tiene una gran responsabilidad: Desarrollar un futuro solido y preparado para nuestras proximas generaci https://t.co/k6kH0TV06z
Lenin_Moreno,12/16/2016,500.0,546.0,Gracias a todos los moradores del barrio La Ronda por tanto carino. Son un orgullo para el pais. https://t.co/2Pv3pquQiY
Lenin_Moreno,12/16/2016,569.0,643.0,Visitar el barrio La Ronda me traslado a esa infancia en donde se jugaba al trompo con los amigos Sigamos rescatan https://t.co/fFixXZK4ha
